time,roll_deg,pitch_deg,yaw_deg
0.082,166.384742294747,19.7966290796547,-136.741021773141
0.083,166.136786133679,19.2902230569185,-136.822230498161
0.084,165.86239074748,18.745396291719,-136.909467873867
0.085,165.557507736196,18.1611304294737,-137.002854347668
0.086,165.217156464988,17.537324594634,-137.102397692918
0.087,164.835213875688,16.8750388346207,-137.208007687498
0.088,164.404206575448,16.1766864493108,-137.319549708815
0.089,163.915178438766,15.4461410672949,-137.436949907059
0.09,163.357788627072,14.6887343175287,-137.560358576162
0.091,162.720904460435,13.9111241255234,-137.690363617289
0.092,161.994001157915,13.1210023293617,-137.828214740037
0.093,161.169437025232,12.3265995264711,-137.97596944348
0.094,160.244953807388,11.5359889538201,-138.136438845187
0.095,159.225019270744,10.7563223385321,-138.312872600173
0.096,158.119998548505,9.99324806423717,-138.508486538391
0.097,156.943657064805,9.25070018560802,-138.726046870326
0.098,155.71047811052,8.53103936237617,-138.967653667218
0.099,154.433841608216,7.8353822719279,-139.234717241739
0.1,153.125206499393,7.16396047865907,-139.528044638942
0.101,151.793972142508,6.51642397967895,-139.847961321538
0.102,150.447670150063,5.8920671120208,-140.194427399594
0.103,149.092265035895,5.28998484870367,-140.567133815947
0.104,147.732455943651,4.709176088385,-140.965576863894
0.105,146.371938674562,4.14860963846497,-141.389114127263
0.106,145.013619113347,3.60726502042654,-141.837005870277
0.107,143.659781865687,3.08415669022906,-142.308445481759
0.108,142.312221710006,2.57834750878567,-142.802581829625
0.109,140.972345607213,2.08895533960718,-143.318535675743
0.11,139.641251916298,1.61515532027506,-143.855411734788
0.111,138.323606409918,1.14994791409559,-144.476025924751
0.112,137.019040964175,0.693175149606493,-145.119489593845
0.113,135.727199986637,0.244684616553839,-145.784796407677
0.114,134.447739913912,-0.195670830945551,-146.470947229169
0.115,133.180328732086,-0.628033353095519,-147.176949360419
0.116,131.92464551898,-1.05254038615468,-147.901815999689
0.117,130.680380007204,-1.46932488832624,-148.644565910176
0.118,129.447232167056,-1.87851557084516,-149.404223295132
0.119,128.224911808313,-2.28023711523672,-150.17981787185
0.12,127.013138200005,-2.6746103776573,-150.970385135083
0.121,125.809791896414,-3.06825002266234,-151.805248175427
0.122,124.614112286618,-3.46126432282194,-152.656217044636
0.123,123.425319906497,-3.85375414185924,-153.522551497696
0.124,122.242612583544,-4.24581191710638,-154.403539360882
0.125,121.065161281879,-4.63752045961734,-155.298500103633
0.126,119.892105643459,-5.0289515477124,-156.206788798523
0.127,118.72254923759,-5.42016428720906,-157.127800424209
0.128,117.555554555497,-5.81120320937145,-158.060974445123
0.129,116.390137823264,-6.20209607606274,-159.00579957169
0.13,115.225263759216,-6.59285136130419,-159.961818562835
0.131,114.060683001383,-6.98954859103133,-160.935933868682
0.132,112.894484688878,-7.39208306860267,-161.922174960374
0.133,111.724472202199,-7.80028556671049,-162.92069176354
0.134,110.548100445346,-8.21390923011336,-163.931907319652
0.135,109.3624035178,-8.63261345722753,-164.956573573147
0.136,108.163916558879,-9.05594404977942,-165.99583092539
0.137,106.948602214862,-9.4833090317024,-167.051263822994
0.138,105.711804483754,-9.91395009267774,-168.124935720054
0.139,104.448272607044,-10.3469110746232,-169.219372263201
0.14,103.152323364948,-10.7810079315668,-170.337442737532
0.141,101.820874775578,-11.215836331231,-171.540683798105
0.142,100.447435315667,-11.6497864304778,-172.774021474426
0.143,99.0265287735346,-12.0809816565024,-174.040006911568
0.144,97.5548929456928,-12.5073575713052,-175.339575901876
0.145,96.0324570056919,-12.9268049961002,-176.671305595638
0.146,94.462544443118,-13.3373446902359,-178.031238958857
0.147,92.8511459544379,-13.7372767619708,-179.413406240254
0.148,91.2056730917569,-14.1252622331679,179.189247268666
0.149,89.5337787054974,-14.5003328023711,177.783959635075
0.15,87.8425743839733,-14.8618527540659,176.37753124281
0.151,86.1288753883701,-15.2031470507337,174.867928552673
0.152,84.4021054470587,-15.5236394119366,173.363491329148
0.153,82.6693443358214,-15.8231390393328,171.870912232499
0.154,80.9358764966689,-16.1017358438909,170.395419905332
0.155,79.2056559779384,-16.3597268819753,168.941102938756
0.156,77.4816587330118,-16.5975638871417,167.511164107328
0.157,75.7661388194493,-16.8158145477463,166.108112196169
0.158,74.0608124839486,-17.0151328113304,164.733905625752
0.159,72.3669906206622,-17.1962353353747,163.390060668773
0.16,70.6856748381574,-17.359882357522,162.07773402316
0.161,69.0173259722632,-17.5011946417359,160.663161987886
0.162,67.3630224908429,-17.6214519470521,159.281796875113
0.163,65.7235422658881,-17.7219676559381,157.934675781085
0.164,64.0994395503864,-17.8040597276918,156.622561689357
0.165,62.4910994820249,-17.8690278400236,155.345989540413
0.166,60.8987774810985,-17.9181360895313,154.105301458598
0.167,59.3226282689941,-17.9526005341234,152.900674617687
0.168,57.7627276081266,-17.9735808123315,151.73214401152
0.169,56.2190888410936,-17.9821750811048,150.599621610194
0.17,54.6916756489208,-17.9794175662255,149.502912869274
0.171,53.1806811710122,-17.96941563325,148.303328815338
0.172,51.6860193273864,-17.9528551285807,147.139991545158
0.173,50.2075769116275,-17.930372248511,146.012633140259
0.174,48.7452187903913,-17.9025563163534,144.920881123374
0.175,47.2987921821223,-17.8699526632551,143.864273413454
0.176,45.8681301946137,-17.8330655171842,142.842272057017
0.177,44.4530547617849,-17.7923608334577,141.854275762272
0.178,43.053379090257,-17.7482690220823,140.899631271709
0.179,41.668909703522,-17.7011875435264,139.977643618177
0.18,40.2994481539117,-17.6514833565701,139.087585317689
0.181,38.9449348441858,-17.6019595282226,138.10950725011
0.182,37.6051537719689,-17.5527307710473,137.160011597179
0.183,36.2798910851824,-17.5038997856996,136.238413546016
0.184,34.9689354600456,-17.4555580544634,135.344000765008
0.185,33.6720784133484,-17.407786589351,134.476040399564
0.186,32.3891145578429,-17.3606566364748,133.633785297208
0.187,31.119841808435,-17.3142303385792,132.816479507979
0.188,29.8640615458606,-17.2685613577242,132.023363109877
0.189,28.6215787436559,-17.2236954601575,131.253676411064
0.19,27.3922020634863,-17.1796710654139,130.50666358097
0.191,26.1757417264459,-17.1380103643981,129.729281899623
0.192,24.9720030742507,-17.0986141672805,128.966959017102
0.193,23.7807976326419,-17.0613821917137,128.219024731984
0.194,22.6019428967232,-17.026213255493,127.484812294342
0.195,21.4352621256292,-16.993005459149,126.763659745286
0.196,20.280584146183,-16.9616563588784,126.054911008731
0.197,19.1377431651921,-16.9320631302084,125.357916756742
0.198,18.0065785900185,-16.9041227227745,124.672035068472
0.199,16.8869348570537,-16.8777320065802,123.996631901398
0.2,15.7786612677262,-16.852787910092,123.331081392086
0.201,14.6814039346671,-16.8303865703171,122.721533129778
0.202,13.5950115766988,-16.8103494646531,122.113040214697
0.203,12.519338485033,-16.7925005355842,121.504916838701
0.204,11.4542443252958,-16.7766662637419,120.896475484914
0.205,10.3995939514651,-16.7626757347229,120.287025767986
0.206,9.35525723068809,-16.7503606999674,119.675873201673
0.207,8.32110887800873,-16.7395556319904,119.062317895753
0.208,7.29702830010193,-16.7300977742416,118.445653183933
0.209,6.28289944717148,-16.7218271858595,117.82516418424
0.21,5.27861067222689,-16.7145867815702,117.200126293209
0.211,4.28375802273329,-16.7086013699076,116.713054811618
0.212,3.29822197621738,-16.7037173999563,116.218037084364
0.213,2.32188683785236,-16.6997848284839,115.714317078651
0.214,1.35464061518013,-16.6966571262414,115.20112045404
0.215,0.396374897594388,-16.694191280094,114.677652770487
0.216,-0.553015259955958,-16.6922477911795,114.143097692056
0.217,-1.49363144953259,-16.6906906692775,113.596615195992
0.218,-2.42557201948483,-16.6893874235645,113.037339799329
0.219,-3.34893218083459,-16.6882090499164,112.464378818249
0.22,-4.26380411112358,-16.6870300149126,111.876810678885
0.221,-5.17049977518116,-16.685732242847,111.473665926336
0.222,-6.06912384622784,-16.6842355354992,111.059943065453
0.223,-6.95978019944049,-16.6824646959537,110.634977934294
0.224,-7.84257214114448,-16.6803495630963,110.198088485001
0.225,-8.71760264662739,-16.67782504558,109.748574230999
0.226,-9.5849746075619,-16.67483115511,109.285715827778
0.227,-10.4447910900924,-16.6713130388133,108.808774809492
0.228,-11.2971556047175,-16.6672210103571,108.316993506493
0.229,-12.1421723891895,-16.6625105793691,107.809595172131
0.23,-12.9799467057521,-16.6571424785676,107.285784350484
0.231,-13.8107325732625,-16.6510789241157,106.929834571323
0.232,-14.6346480728201,-16.6443392681154,106.564631070971
0.233,-15.4518161810173,-16.6369520619929,106.189646981666
0.234,-16.2623655888523,-16.6289555397122,105.80433691967
0.235,-17.0664316222076,-16.6203981445917,105.40813615686
0.236,-17.8641572814164,-16.61133910177,105.000459794024
0.237,-18.6556944209266,-16.6018490375944,104.580701934998
0.238,-19.4412050943376,-16.5920106460063,104.148234860771
0.239,-20.2208630953289,-16.5819194001883,103.702408202801
0.24,-20.9948557314463,-16.5716843050922,103.242548115194
0.241,-21.7634626346641,-16.5613889944039,102.895387770639
0.242,-22.5268908363834,-16.5511974024722,102.538993448639
0.243,-23.2853687557139,-16.5412947031052,102.172666397933
0.244,-24.0391500973364,-16.5318894733833,101.79565230038
0.245,-24.7885185959717,-16.5232160786928,101.407134762328
0.246,-23.7911659188809,-16.5187393164397,101.163807437461
0.247,-22.8050533559823,-16.5189973418269,100.928523567369
0.248,-21.830468511476,-16.5244154166284,100.699955023723
0.249,-20.8677654224133,-16.5354530098497,100.476871823589
0.25,-19.9173791859675,-16.5526062361002,100.258124942186
0.251,-18.9790369437603,-16.5763806662258,100.12024726124
0.252,-18.0531798505235,-16.6072705977873,99.9814732022385
0.253,-17.140358250632,-16.6458124797066,99.841147174778
0.254,-16.2412597155012,-16.6925854513946,99.6986063338166
0.255,-15.3567462450484,-16.7482091967758,99.5531706121237
0.256,-14.4879040803862,-16.8133372631037,99.4041319334357
0.257,-13.6361108704814,-16.8886429847022,99.2507423102824
0.258,-12.8031264808186,-16.9747936649845,99.0922005393189
0.259,-11.9912150557818,-17.0724065592061,98.9276373566283
0.26,-11.203305403483,-17.1819774060562,98.7560995367444
0.261,-10.4392944263114,-17.303506734352,98.6756328329246
0.262,-9.70248136621978,-17.4369327861142,98.5862899963931
0.263,-8.99694266466006,-17.5818476248731,98.4873172366077
0.264,-8.32755693087473,-17.7373608421376,98.3778982533114
0.265,-7.69980378642585,-17.9019542203579,98.2572260935183
0.266,-7.11913877894456,-18.0733734448714,98.1246604997197
0.267,-6.58984218608179,-18.2486403992256,97.9799771775204
0.268,-6.11365400427149,-18.4242719010574,97.8236193630486
0.269,-5.68900083666157,-18.5966984108092,97.656766321827
0.27,-5.31142595760975,-18.7627280351644,97.4811114423579
0.271,-4.96886885478322,-18.922557939651,97.4138531285913
0.272,-4.65680672456265,-19.0749873273226,97.3428521354646
0.273,-4.37101024667849,-19.2192489483215,97.2690788441646
0.274,-4.10774500593491,-19.3549300597865,97.1932746197403
0.275,-3.86381997750528,-19.4818896091525,97.115970967504
0.276,-3.63655512228033,-19.6001847420762,97.0375233724842
0.277,-3.42371637955933,-19.7100109762543,96.9581473473533
0.278,-3.22344416990296,-19.8116559146668,96.8779508038563
0.279,-3.03418722073513,-19.9054646080445,96.796960773128
0.28,-2.85464582839205,-19.9918142705225,96.7151444210664
0.281,-2.68430317678891,-20.0728741924217,96.7579126901531
0.282,-2.52227891989373,-20.148905461444,96.8016702105033
0.283,-2.36781150924525,-20.2201651763512,96.8464671562915
0.284,-2.22023905650721,-20.2869024754895,96.8923403800083
0.285,-2.07898354608009,-20.3493560747937,96.9393174862851
0.286,-1.94353782254455,-20.4077528685535,96.9874198982291
0.287,-1.81345485321978,-20.4623072687242,97.0366651644414
0.288,-1.68833884668187,-20.5132210492664,97.0870686962662
0.289,-1.56783788257456,-20.560683528435,97.138645078949
0.29,-1.45163777245381,-20.6048719702335,97.1914090651465
0.291,-1.34082173684299,-20.646510467986,97.3323844628403
0.292,-1.23506828017429,-20.6856802610352,97.4755438560461
0.293,-1.13408538245711,-20.7224592057124,97.6210106513285
0.294,-1.03760712583389,-20.7569216539768,97.7689074240705
0.295,-0.945390763682098,-20.7891384257842,97.9193567816579
0.296,-0.857214170169486,-20.8191768479148,98.0724821231642
0.297,-0.772873616746591,-20.8471008389214,98.2284083177888
0.298,-0.692181829681484,-20.8729710250882,98.3872623201862
0.299,-0.614966289398886,-20.8968448762308,98.5491737375677
0.3,-0.541067738133662,-20.9187768531284,98.7142753608688
0.301,-0.468875868104915,-20.938639363548,98.9557182174695
0.302,-0.398354166335434,-20.9564555065551,99.2015740250631
0.303,-0.329467337717371,-20.9722481310332,99.4519474108546
0.304,-0.262181267577362,-20.9860398320726,99.7069466268955
0.305,-0.196462985637332,-20.9978529479799,99.9666836656481
0.306,-0.132280631307261,-21.0077095578661,100.231274380071
0.307,-0.0696034202496237,-21.0156314797751,100.500838608284
0.308,-0.0084016121584626,-21.0216402693147,100.775500302874
0.309,0.0513535203009186,-21.0257572187557,101.055387664877
0.31,0.109689721442773,-21.0280033565667,101.34063328246
0.311,0.16730792536364,-21.0282740613741,101.645997847542
0.312,0.224218453963259,-21.0265643364075,101.956113836287
0.313,0.280431266310427,-21.0228691660769,102.271062248253
0.314,0.335955960396505,-21.017183516994,102.590925386176
0.315,0.390801774869033,-21.0095023392053,102.915786847598
0.316,0.444977590746916,-20.9998205676416,103.245731513928
0.317,0.498491933118661,-20.9881331237847,103.580845536703
0.318,0.551352972825177,-20.9744349175532,103.92121632084
0.319,0.603568528128643,-20.9587208494112,104.266932504626
0.32,0.655146066368997,-20.9409858127008,104.618083936184
0.321,0.706111252140553,-20.9219472760834,104.941790097194
0.322,0.756467276216404,-20.9016013902771,105.269084072254
0.323,0.806217128061757,-20.879944241289,105.600006273736
0.324,0.855363597189253,-20.8569718495538,105.934597077316
0.325,0.903909274473511,-20.8326801691167,106.272896788912
0.326,0.951856553425402,-20.8070650868618,106.614945609776
0.327,0.999207631426552,-20.7801224217866,106.960783599674
0.328,1.04596451092457,-20.7518479243237,107.310450638112
0.329,1.09212900058946,-20.7222372757122,107.66398638353
0.33,1.13770271643177,-20.691286087418,108.021430230433
0.331,1.18354466552966,-20.6593965517253,108.341111206505
0.332,1.22965049260988,-20.6265677608552,108.663460256326
0.333,1.27601570399644,-20.5927986905297,108.988483383051
0.334,1.32263566703135,-20.5580881992136,109.316186150064
0.335,1.36950560942538,-20.5224350273058,109.646573664099
0.336,1.41662061853706,-20.4858377962802,109.979650558062
0.337,1.46397564057842,-20.4482950077723,110.315420973546
0.338,1.5115654797457,-20.4098050426099,110.653888543073
0.339,1.55938479727315,-20.370366159785,110.995056372055
0.34,1.60742811040808,-20.3299764953645,111.338927020492
0.341,1.65652244143763,-20.2873499535763,111.61880911799
0.342,1.7066644615461,-20.2424768607422,111.900882106837
0.343,1.75785067567169,-20.1953471942949,112.185133345136
0.344,1.81007742319801,-20.1459505857245,112.471549509508
0.345,1.86334087862721,-20.0942763238836,112.76011658761
0.346,1.91763705223524,-20.0403133586734,113.050819870812
0.347,1.97296179070985,-19.9840503051335,113.34364394708
0.348,2.02931077777198,-19.9254754479588,113.638572694041
0.349,2.08667953478114,-19.8645767464683,113.935589272291
0.35,2.14506342132564,-19.8013418400509,114.234676118942
0.351,2.20464589578462,-19.7346350137248,114.474934186274
0.352,2.26542386569121,-19.6644349758252,114.717022487309
0.353,2.32739406839992,-19.5907209794644,114.96092307466
0.354,2.39055306925266,-19.513472900052,115.206616733096
0.355,2.45489725982121,-19.4326713145966,115.454082952265
0.356,2.5204228562421,-19.3482975824891,115.703299901016
0.357,2.58712589765988,-19.2603339274384,115.954244403585
0.358,2.65500224479639,-19.1687635201886,116.206891917919
0.359,2.72404757866327,-19.0735705616181,116.461216516393
0.36,2.79425739943611,-18.9747403657869,116.717190869232
0.361,2.86520456672755,-18.8725536961783,116.942436534384
0.362,2.93688958470525,-18.7669978857131,117.16894716568
0.363,3.00931288794142,-18.658062011784,117.396699654184
0.364,3.0824748387347,-18.5457369854318,117.625669581819
0.365,3.15637572453956,-18.4300156363894,117.855831214032
0.366,3.23101575552246,-18.3108927932671,118.087157496972
0.367,3.30639506226389,-18.188365358167,118.31962005943
0.368,3.38251369362485,-18.0624323750318,118.553189219774
0.369,3.45937161479564,-17.933095091068,118.787833998039
0.37,3.53696870554386,-17.8003570106251,119.02352213334
0.371,3.61509498657118,-17.6650843303402,119.214482161123
0.372,3.69375276440506,-17.5272821580017,119.406157978509
0.373,3.77294429540881,-17.3869573842906,119.59852847689
0.374,3.85267178405096,-17.2441187003341,119.791571706133
0.375,3.93293738127912,-17.0987766093116,119.98526489405
0.376,4.01374318300551,-16.9509434319657,120.17958446902
0.377,4.09509122871061,-16.8006333059197,120.374506085704
0.378,4.17698350017065,-16.6478621787515,120.570004653765
0.379,4.25942192031329,-16.4926477948277,120.766054369496
0.38,4.3424083522051,-16.3350096759513,120.962628750214
0.381,4.42629748347036,-16.1759879837077,121.131380050211
0.382,4.51108400881389,-16.0156041171672,121.300207536579
0.383,4.59676259247068,-15.8538803052077,121.469087816691
0.384,4.68332786811383,-15.6908395708852,121.637997517851
0.385,4.77077443886673,-15.5265056943707,121.80691331638
0.386,4.85909687741299,-15.3609031746278,121.975811966537
0.387,4.94828972619755,-15.1940571900088,122.144670329172
0.388,5.03834749771244,-15.0259935579488,122.313465399997
0.389,5.12926467486028,-14.8567386939345,122.482174337378
0.39,5.221035711389,-14.6863195699238,122.650774489555
0.391,5.31362952456426,-14.5162227170059,122.810592513487
0.392,5.40702633580511,-14.3464614121529,122.969999594588
0.393,5.5012065707103,-14.1770486675558,123.128986978943
0.394,5.59615085682042,-14.0079972263636,123.287546440056
0.395,5.69184002141879,-13.8393195589143,123.445670268621
0.396,5.78825508936911,-13.6710278594411,123.603351262075
0.397,5.88537728098844,-13.5031340432385,123.760582713963
0.398,5.98318800995378,-13.3356497442696,123.917358403129
0.399,6.08166888124097,-13.1685863132006,124.073672582768
0.4,6.18080168909464,-13.0019548158435,124.229519969341
0.401,6.27964070584333,-12.8374645057075,124.353165677174
0.402,6.37817129662897,-12.6750947496911,124.47590605023
0.403,6.47637916992473,-12.5148250860033,124.59775961506
0.404,6.57425037024488,-12.3566352247634,124.718744640953
0.405,6.67177127108959,-12.2005050485523,124.838879137587
0.406,6.76892856811489,-12.0464146129153,124.958180853099
0.407,6.86570927251807,-11.894344146819,125.076667272533
0.408,6.96210070462974,-11.7442740530624,125.194355616646
0.409,7.05809048770386,-11.5961849086454,125.311262841053
0.41,7.15366654189753,-11.4500574650942,125.427405635699
0.411,7.24797431184127,-11.3066276131063,125.526566950943
0.412,7.34100872481495,-11.1658741128097,125.62470360037
0.413,7.43276500036612,-11.0277758618923,125.721843737217
0.414,7.52323864582505,-10.8923118957499,125.818014812033
0.415,7.61242545192582,-10.7594613876564,125.913243585248
0.416,7.70032148852834,-10.6292036489574,126.007556139632
0.417,7.78692310043679,-10.5015181292877,126.100977892623
0.418,7.87222690331008,-10.3763844168122,126.193533608539
0.419,7.9562297796602,-10.2537822384922,126.285247410655
0.42,8.03892887493469,-10.1336914603756,126.376142793144
0.421,8.12005290183059,-10.0155882019869,126.471457497307
0.422,8.19960202183953,-9.89946705461414,126.565999142311
0.423,8.27757658806709,-9.78532282958548,126.659786230395
0.424,8.35397714404243,-9.67315055379786,126.752836810903
0.425,8.42880442258595,-9.56294546512692,126.845168488835
0.426,8.50205934473282,-9.45470300771934,126.936798433159
0.427,8.57374301871019,-9.34841882716842,127.027743384905
0.428,8.643856738966,-9.24408876557457,127.118019665037
0.429,8.71240198524737,-9.14170885649188,127.207643182112
0.43,8.77938042172638,-9.0412753197626,127.29662943973
0.431,8.84493360313318,-8.94163213067632,127.386011746396
0.432,8.90907306620483,-8.84278358685128,127.474828196465
0.433,8.97181066182154,-8.74473441511753,127.563087266687
0.434,9.03315856763436,-8.6474897824552,127.650797247001
0.435,9.09312930135139,-8.55105530753242,127.737966243947
0.436,9.15173573472091,-8.45543707287538,127.824602183882
0.437,9.2089911082522,-8.36064163770492,127.910712815997
0.438,9.26490904671789,-8.26667605147569,127.996305715154
0.439,9.3195035754842,-8.17354786815621,128.08138828452
0.44,9.37278913771916,-8.08126516128976,128.165967758019
0.441,9.42564671568066,-7.9878855858462,128.23502737412
0.442,9.47812648044634,-7.89336957251631,128.303916478499
0.443,9.53028113571308,-7.79767576966613,128.372637655826
0.444,9.58216609752693,-7.70076096183749,128.441193405762
0.445,9.63383968843809,-7.60257998741906,128.509586126908
0.446,9.68536334728575,-7.50308565624524,128.577818098578
0.447,9.7368018558995,-7.4022286680838,128.645891460151
0.448,9.78822358408505,-7.29995753321776,128.713808187675
0.449,9.83970075433742,-7.19621849661909,128.781570067394
0.45,9.89130972779092,-7.09095546756036,128.849178665805
0.451,9.94427844899585,-6.98213243089949,128.93016850637
0.452,9.99872477916378,-6.86964789576803,129.011168030737
0.453,10.0547726111858,-6.75340201115814,129.092168038372
0.454,10.1125521245697,-6.63329750445778,129.173157448765
0.455,10.1722000264165,-6.50924073210231,129.254123124393
0.456,10.2338597710268,-6.38114284093722,129.335049693311
0.457,10.2976817491005,-6.24892103507283,129.41591937524
0.458,10.363823435641,-6.11249993848957,129.49671181578
0.459,10.432449483594,-5.97181303849414,129.577403934121
0.46,10.5037317479741,-5.82680418947698,129.657969790334
0.461,10.5776668545605,-5.67743500206488,129.744080822179
0.462,10.6543984060308,-5.5237057997191,129.829866839688
0.463,10.7340738574597,-5.36563166205507,129.915289027522
0.464,10.8168441578163,-5.20324311448059,130.000306452956
0.465,10.9028632950151,-5.03658664630602,130.084876267228
0.466,10.9922877341241,-4.86572503632052,130.168953950792
0.467,11.0852757390575,-4.69073746960181,130.252493600678
0.468,11.1819865694453,-4.51171943495864,130.335448256829
0.469,11.2825795464863,-4.3287823985985,130.417770263055
0.47,11.3872129845723,-4.14205325603287,130.49941165712
0.471,11.4947747335986,-3.9526220738412,130.554409730393
0.472,11.6053905763443,-3.76056100966717,130.608678648946
0.473,11.7191874167967,-3.56595004464827,130.662187123368
0.474,11.8362927862061,-3.36887679173513,130.714904226076
0.475,11.9568342807402,-3.16943624206632,130.766799589536
0.476,12.0809389294552,-2.96773045129144,130.817843609921
0.477,12.208732492861,-2.76386816853375,130.868007654241
0.478,12.3403386942353,-2.55796441140933,130.917264268922
0.479,12.4758783880426,-2.3501399911714,130.965587387642
0.48,12.6154686722902,-2.14052099262585,131.012952536203
0.481,12.7577620785953,-1.9301055610399,131.049545878755
0.482,12.9028445676836,-1.71894217695483,131.085111603172
0.483,13.0508018459596,-1.50708184192909,131.119643803803
0.484,13.2017190861372,-1.29457803278298,131.153137430249
0.485,13.3556806245399,-1.08148664417888,131.185588367586
0.486,13.5127696357704,-0.867865919234439,131.216993517178
0.487,13.673067785936,-0.653776367938753,131.247350877566
0.488,13.8366548661577,-0.439280673226236,131.276659624891
0.489,14.0036084086689,-0.224443584661858,131.304920192221
0.49,14.1740032884179,-0.0093317998039897,131.332134347156
0.491,14.3472056142558,0.205611316090632,131.359930629711
0.492,14.523285847908,0.42035815898151,131.386631176775
0.493,14.702314088205,0.634879514846803,131.412249127302
0.494,14.8843598614536,0.849144546709622,131.436798486395
0.495,15.0694918961112,1.06312078746895,131.460294190525
0.496,15.2577778822811,1.2767741390843,131.482752173262
0.497,15.4492842168323,1.49006887865259,131.504189431129
0.498,15.644075735271,1.70296767189453,131.524624089167
